Rank,Word,Total Importance Score,PC1 Loading,PC2 Loading,PC3 Loading,PC4 Loading,PC5 Loading
364,graph,0.082379,-0.014564,0.009573,-0.034139,0.014181,-0.009923
365,loop,0.082019,-0.010143,-0.006889,0.034135,0.003412,0.027441
366,classical,0.082001,0.022594,0.007099,0.024995,-0.023946,0.003366
367,inference aif,0.081617,-0.017043,0.017707,-0.022480,0.022770,-0.001618
368,sources,0.081502,-0.001585,-0.022772,0.006042,-0.031611,-0.019493
369,transition,0.081439,-0.023061,0.027793,0.008380,-0.000373,-0.021832
370,descent,0.081387,0.017511,0.009481,0.028043,0.010680,-0.015671
371,unknown,0.081252,-0.007452,-0.028156,-0.001562,-0.021587,-0.022496
372,driven,0.081050,-0.012635,-0.010480,-0.031568,0.019446,-0.006920
373,detection,0.080973,-0.003439,-0.012165,0.005420,-0.035642,-0.024307
374,traditional,0.080964,-0.026026,-0.003344,-0.007830,0.018751,0.025013
375,article,0.080885,0.044015,-0.001686,0.009460,0.015652,0.010072
376,predictions,0.080847,-0.002105,-0.010491,0.035795,0.026447,0.006010
377,interpretation,0.080795,0.034547,0.013329,0.000241,-0.032514,0.000164
378,partially,0.080773,-0.016822,0.033860,-0.006061,-0.018867,-0.005163
379,propose,0.080445,-0.026527,-0.022010,-0.003341,0.024368,-0.004200
380,game,0.080338,-0.004828,0.005734,-0.029158,-0.028451,0.012167
381,field,0.080177,0.011775,-0.017122,0.003943,-0.033097,0.014239
382,non,0.079897,0.016921,-0.019616,-0.018934,0.000210,0.024216
383,iot,0.079672,-0.007497,-0.026004,-0.005531,-0.029002,-0.011637
384,high dimensional,0.079667,-0.014285,0.008479,0.026262,0.007350,-0.023292
385,suggest,0.079554,0.004089,-0.017681,0.017501,0.014215,0.026068
386,inference model,0.079161,-0.013148,0.006771,-0.010262,0.029911,-0.019069
387,uncertainty,0.078473,-0.005543,0.026391,-0.034013,-0.007354,0.005173
388,emergence,0.078244,0.010982,-0.014546,-0.006267,0.028727,0.017722
389,intrinsic,0.078150,-0.008675,0.011640,-0.037532,0.007079,0.013224
390,probabilistic,0.078083,-0.028465,0.014987,0.005904,-0.028644,0.000082
391,context,0.077961,-0.002482,-0.029936,-0.026458,0.013517,0.005567
392,biologically,0.077798,-0.010875,0.009477,-0.006085,0.044779,0.006583
393,driving,0.077627,-0.017030,0.003581,-0.003978,0.038815,0.014222
394,argue,0.077596,0.037297,0.001028,0.002745,0.002250,0.034277
395,findings,0.077561,-0.012737,-0.019209,-0.003441,0.017172,0.025002
396,multimodal,0.077554,-0.014561,-0.006856,0.027202,0.021687,-0.007248
397,low,0.077531,-0.020744,-0.010555,0.005456,-0.008910,-0.031866
398,sophisticated,0.077237,-0.015375,0.022041,-0.016118,-0.014894,0.008809
399,paper,0.077037,0.005542,0.038113,0.002697,-0.004997,0.025688
400,kalman,0.077018,0.013421,0.011098,0.039295,-0.002906,-0.010299
401,global,0.076912,0.006333,-0.010415,-0.026368,0.005780,0.028016
402,online,0.076755,-0.026161,-0.002055,0.009233,-0.003288,-0.036018
403,shot,0.076714,-0.008869,-0.015990,0.003577,0.021032,-0.027246
404,changes,0.076656,-0.012529,-0.006023,-0.014857,0.033727,-0.009521
405,aspects,0.076576,-0.007152,0.008362,0.030683,0.001270,0.029108
406,level,0.076532,-0.011317,-0.031982,-0.027644,0.001405,-0.004184
407,robust,0.076261,-0.022207,0.022078,-0.023053,-0.001272,-0.007652
408,technical,0.076238,0.037884,0.018857,0.007022,-0.009698,0.002778
409,fundamental,0.076169,0.010596,-0.013566,0.002413,0.018222,0.031373
410,selection,0.076080,-0.021203,0.030408,0.004595,-0.019793,0.000081
411,decisions,0.075804,-0.015296,-0.006374,-0.021029,0.007904,0.025202
412,experiments,0.075626,-0.022520,-0.004550,0.008084,0.022534,-0.017938
413,service,0.075555,-0.012412,-0.017671,-0.023551,-0.016643,0.005277
414,total,0.075537,-0.004790,-0.009740,-0.002028,-0.036049,-0.022929
415,generalized,0.075529,0.022354,-0.000581,-0.001358,-0.034030,-0.017207
416,explore,0.075493,-0.011129,-0.001551,-0.030109,0.024361,0.008342
417,introduces,0.075426,-0.013044,-0.004098,-0.033704,0.012611,0.011969
418,rate,0.075303,-0.011602,-0.022957,0.002072,-0.029089,-0.009584
419,human like,0.075165,-0.006622,-0.008130,0.014974,0.035821,0.009618
420,solution,0.075151,-0.009346,0.015354,0.020604,-0.025289,-0.004558
421,internal states,0.075103,0.028573,0.008094,-0.000002,-0.029728,0.008706
422,maze,0.075095,-0.005128,0.013906,-0.035630,0.012168,-0.008263
423,methods,0.075082,-0.019182,0.017958,0.007415,-0.010341,-0.020186
424,signal,0.074863,0.010177,-0.021891,0.004949,-0.018573,-0.019273
425,density,0.074836,0.036249,0.014266,-0.011285,-0.004272,-0.008764
426,external states,0.074729,0.025606,0.000545,0.001784,-0.034616,0.012178
427,organizing,0.074669,0.010910,-0.004049,-0.013009,0.024472,0.022229
428,sampling,0.074604,-0.014671,-0.005931,-0.000760,-0.033719,0.019523
429,tools,0.074536,0.001192,-0.006202,0.002051,-0.025710,0.039382
430,lens,0.074390,0.000249,0.014726,0.020584,-0.021210,0.017622
431,distributed,0.074084,-0.013070,-0.008156,-0.032008,-0.013691,0.007159
432,observable,0.074082,-0.012856,0.031764,-0.011620,-0.004988,-0.012854
433,heterogeneous,0.074044,-0.011761,-0.018385,-0.018466,-0.020625,0.004806
434,output,0.073874,0.006632,-0.009835,0.019410,0.016438,-0.021560
435,perspective,0.073722,0.002344,-0.004844,0.033245,0.010838,0.022450
436,trajectories,0.073675,0.008795,0.000222,0.013013,0.024400,-0.027245
437,categories,0.073628,0.005898,-0.019602,0.009187,-0.036949,0.001992
438,neuronal,0.073494,0.027145,-0.006648,0.009110,0.006188,0.024402
439,experience,0.073277,-0.003849,-0.014348,0.001787,0.025914,0.027379
440,points,0.073093,0.014690,-0.012230,-0.001068,-0.028390,-0.016714
441,policies,0.073047,-0.019683,0.012320,0.004956,-0.017872,-0.018215
442,example,0.073046,0.004314,-0.027073,-0.001323,-0.029117,-0.011217
443,alternative,0.072995,-0.017766,0.013438,0.026531,-0.012420,-0.002841
444,oriented,0.072909,-0.014385,-0.008410,-0.014795,0.019621,-0.015699
445,partial,0.072848,-0.014325,0.004161,-0.024556,-0.007791,-0.022015
446,implementation,0.072761,0.006673,0.001187,0.036070,0.023522,0.005309
447,developing,0.072731,-0.011525,-0.006552,-0.002044,0.005058,0.047552
448,potential,0.072692,-0.016168,-0.006254,0.020058,0.014259,0.015953
449,demonstrating,0.072669,-0.012176,0.030735,-0.017838,0.011202,0.000718
450,techniques,0.072616,-0.006364,-0.015073,-0.002510,-0.020694,-0.027974
451,hardware,0.072577,-0.014549,-0.013146,-0.025418,-0.000713,0.018750
452,image,0.072570,-0.009131,-0.016469,0.017476,-0.012895,-0.016599
453,finite,0.072347,-0.014266,0.013406,0.011381,-0.031581,-0.001713
454,existing,0.072296,-0.014256,-0.009307,-0.026220,0.021628,0.000885
455,uav,0.072252,-0.024469,-0.009175,-0.001043,-0.023322,-0.014243
456,given,0.072079,-0.004513,0.005643,-0.010032,-0.024813,-0.027076
457,exploratory,0.071900,-0.006205,0.012517,-0.011855,0.024014,-0.017309
458,foundation,0.071896,0.013729,0.007350,-0.015869,0.002047,0.032900
459,action selection,0.071674,-0.015971,0.032412,0.011608,-0.003782,0.007902
460,constraint,0.071457,0.013100,0.000839,-0.008760,-0.030736,-0.018022
461,power,0.071373,0.000653,-0.022765,0.011523,-0.010667,0.025765
462,trained,0.071225,-0.002149,-0.017873,0.003688,0.025252,-0.022264
463,inferring,0.071019,-0.014598,-0.010919,-0.013645,0.008320,-0.023538
464,model based,0.070879,-0.023137,0.022778,-0.005040,0.017210,-0.002714
465,rules,0.070819,0.018549,-0.005856,-0.019674,0.016308,-0.010432
466,questions,0.070816,-0.009726,-0.028322,-0.014142,-0.003208,-0.015418
467,contrast,0.070761,-0.009869,0.024925,0.002506,0.020183,0.013278
468,frameworks,0.070600,-0.007796,0.004262,0.028081,0.005039,0.025423
469,allows,0.070423,0.002082,-0.007815,-0.028977,-0.010450,-0.021097
470,centric,0.070403,-0.009006,-0.008863,0.005395,0.005865,-0.041275
471,provides,0.070198,0.004051,0.009688,0.022546,-0.021078,0.012835
472,art,0.069868,-0.016590,0.009547,0.012414,-0.006285,-0.025031
473,state art,0.069868,-0.016590,0.009547,0.012414,-0.006285,-0.025031
474,computation,0.069851,0.007346,-0.020795,-0.003879,-0.000935,0.036895
475,formulations,0.069834,0.031137,0.028662,-0.005460,-0.001173,-0.003402
476,gradients,0.069826,0.026469,0.022055,0.003560,-0.005983,-0.011759
477,needs,0.069792,-0.008671,-0.022568,-0.021172,-0.007720,-0.009662
478,based active,0.069766,-0.019590,0.015540,0.028643,0.002964,-0.003029
479,achieving,0.069673,-0.010011,-0.003497,-0.014368,0.024985,-0.016812
480,extended,0.069306,-0.000319,-0.012508,0.019105,0.011594,0.025780
481,objectives,0.069140,-0.004562,0.010952,-0.045184,0.005184,-0.003257
482,insights,0.069124,-0.004854,-0.020098,-0.012602,0.015725,0.015846
483,internal,0.068921,0.031399,0.001687,0.018219,-0.009031,0.008585
484,unified,0.068802,-0.002784,0.020405,0.014599,0.007919,0.023095
485,geometry,0.068727,0.005398,0.004303,0.001791,-0.038684,0.018551
486,flexible,0.068706,-0.018221,0.006626,-0.010784,0.022882,-0.010194
487,type,0.068477,-0.006619,-0.020341,-0.015412,-0.022974,-0.003130
488,address,0.068436,-0.021816,0.004600,-0.014110,-0.014238,-0.013670
489,exploring,0.068399,-0.008131,-0.012098,-0.011167,0.007754,0.029249
490,updates,0.068398,-0.009512,0.005053,-0.022530,0.012916,-0.018386
491,highlight,0.068386,0.005213,0.020029,-0.002294,0.024526,0.016324
492,minimising,0.068286,-0.001406,0.033304,-0.016573,0.014853,0.002149
493,grounded,0.068136,-0.004835,0.001284,-0.028083,0.021500,0.012434
494,divergence,0.068024,0.008045,0.028295,-0.016599,-0.004758,-0.010326
495,computational neuroscience,0.068011,-0.012394,0.019095,0.027478,-0.000916,0.008129
496,joint,0.067915,-0.011725,-0.005217,-0.022127,-0.014510,0.014337
497,dynamically,0.067671,-0.017387,-0.012613,-0.021601,0.005806,-0.010264
498,biological systems,0.067610,0.021606,0.005341,0.014045,-0.008396,0.018222
499,used,0.067591,-0.003039,0.010525,0.016104,-0.014210,-0.023713
500,effectiveness,0.067274,-0.021164,-0.008081,-0.021589,-0.001485,-0.014956
501,minimisation,0.067180,0.008286,0.010287,0.040884,-0.003612,0.004112
502,information processing,0.067171,0.020884,-0.012749,-0.013450,0.008763,0.011324
503,person,0.067033,0.018412,-0.018412,-0.005498,0.005362,0.019348
504,progress,0.066969,-0.010369,-0.010146,-0.014875,0.007530,0.024049
505,organisms,0.066965,0.005180,0.003095,0.026822,0.029678,0.002190
506,factor,0.066937,-0.004385,0.018311,-0.024005,-0.010239,-0.009997
507,despite,0.066810,-0.016476,0.020692,0.014557,0.012225,0.002860
508,artificial agents,0.066753,-0.010602,0.032759,0.002220,0.002255,0.018916
509,learning rl,0.066597,-0.012236,0.031099,-0.014746,0.006163,-0.002354
510,variational inference,0.066528,0.008806,0.039196,0.005516,-0.008859,0.004151
511,form,0.066192,0.008018,0.024593,-0.011684,-0.011047,0.010849
512,implementations,0.065900,-0.010196,0.022891,0.019946,0.001010,0.011858
513,modular,0.065768,-0.012886,-0.003179,0.023634,0.021684,0.004385
514,using active,0.065668,-0.020571,0.011880,-0.015662,0.013945,-0.003609
515,efficiency,0.065664,-0.019747,0.000571,-0.026412,0.007063,-0.011871
516,perform,0.065639,-0.015693,0.002132,0.012576,0.012733,-0.022505
517,studies,0.065628,-0.011679,-0.017307,-0.004984,0.030671,-0.000988
518,pre,0.065628,-0.011331,-0.020649,-0.004320,0.004248,-0.025080
519,sequential,0.065452,-0.002332,0.004133,-0.011157,-0.036073,-0.011757
520,flow,0.065176,0.037200,-0.001996,0.009647,-0.013913,-0.002421
521,seeking,0.065120,-0.002017,0.023351,-0.034225,-0.001751,0.003777
522,reaching,0.065054,-0.009662,0.002420,0.021677,0.015347,-0.015948
523,offering,0.064970,-0.005854,-0.002631,-0.017061,0.004210,0.035214
524,partially observable,0.064838,-0.009974,0.027711,-0.011869,-0.005751,-0.009534
525,training data,0.064797,-0.010035,-0.023242,0.001099,-0.008168,-0.022254
526,uncertain,0.064726,-0.016710,0.017886,-0.016005,0.010155,-0.003970
527,meta,0.064718,0.006188,-0.023153,0.008930,0.013731,0.012716
528,box,0.064660,-0.008406,-0.013026,0.015922,-0.003987,-0.023318
529,work,0.064580,-0.002666,0.014982,0.027388,-0.007128,0.012417
530,vehicle,0.064293,-0.012560,0.011888,-0.004596,0.029441,0.005809
531,recently,0.064055,-0.004327,0.014149,0.028655,-0.009841,0.007084
532,biology,0.063889,0.030633,-0.001518,-0.007189,0.006156,0.018393
533,detailed,0.063608,0.025293,0.005334,0.008100,0.014480,0.010400
534,source,0.063570,-0.006268,-0.013720,0.011545,-0.029643,-0.002395
535,measurement,0.063406,0.000258,-0.012504,0.001188,-0.023830,-0.025626
536,emergent,0.063220,0.011390,-0.000730,-0.019031,0.003977,0.028092
537,specifically,0.063092,0.001920,0.003090,0.018159,-0.017942,0.021981
538,building,0.063056,-0.017239,-0.006367,-0.003190,0.017568,0.018692
539,achieves,0.062979,-0.011091,-0.009641,-0.010508,-0.005186,-0.026553
540,evaluated,0.062862,-0.010335,-0.007928,0.009968,0.009060,-0.025571
541,semantics,0.062697,0.020018,-0.012299,0.003328,-0.017025,0.010027
542,standard,0.062645,0.003660,0.020128,0.012097,-0.013332,-0.013429
543,levels,0.062640,0.000390,-0.012733,-0.014215,0.028101,0.007202
544,functional,0.062533,0.017285,0.020982,0.004051,-0.015267,0.004948
545,structured,0.062157,-0.010407,-0.011798,-0.026362,0.001973,0.011617
546,practical,0.062149,-0.012261,0.012191,0.016267,-0.002877,0.018554
547,approaches,0.061750,-0.032949,0.004904,-0.009680,0.004676,0.009541
548,allowing,0.061673,-0.012810,0.004175,-0.016143,0.013369,0.015177
549,multiple,0.061615,-0.017197,0.006438,-0.015122,-0.014426,-0.008431
550,forward,0.061257,-0.010850,0.005104,0.012691,0.006179,-0.026432
551,challenge,0.061225,-0.012474,-0.009262,-0.034081,0.003819,0.001589
552,offers,0.061193,-0.012583,0.013030,0.005183,0.002189,0.028208
553,incorporating,0.061137,-0.010095,0.004536,-0.022406,0.014617,-0.009484
554,reactive,0.061111,-0.018569,0.009251,-0.018254,-0.003961,0.011074
555,probability,0.061109,0.009424,0.012846,-0.000525,-0.029668,-0.008646
556,hidden,0.061085,-0.000045,0.017803,0.017203,-0.019825,-0.006209
557,subjective,0.061069,0.004325,-0.006107,0.003801,0.030997,0.015840
558,built,0.061059,0.008664,-0.010706,0.010925,0.014805,-0.015959
559,present,0.060660,-0.005529,0.033601,0.014724,0.006147,-0.000658
560,movements,0.060623,-0.014750,-0.004817,0.025070,-0.011398,0.004588
561,possible,0.060573,-0.001540,-0.004164,-0.016389,-0.027012,-0.011468
562,filtering,0.060466,0.004882,0.016566,0.019687,-0.013542,-0.005788
563,recurrent,0.060303,-0.001004,-0.001285,0.008368,0.022748,-0.026898
564,scalable,0.060302,-0.012402,0.012246,-0.014213,0.017694,-0.003748
565,sensory input,0.060245,0.001269,-0.007070,0.021963,0.018837,-0.011107
566,use,0.060180,-0.000853,-0.004023,0.020484,-0.022272,-0.012549
567,hybrid,0.060026,-0.019068,-0.002453,0.024052,0.009837,0.004616
568,real time,0.059885,-0.018717,-0.015408,-0.009915,-0.003123,0.012722
569,able,0.059874,-0.011847,-0.006666,0.004044,-0.005196,-0.032121
570,mapping,0.059857,-0.014134,0.005713,-0.027182,0.009723,-0.003105
571,self organizing,0.059778,0.008183,-0.000432,-0.010771,0.022061,0.018330
572,consider,0.059731,-0.000038,0.003232,0.022707,-0.030372,-0.003382
573,paper introduces,0.059465,-0.012393,0.001440,-0.032839,0.010864,-0.001929
574,allocation,0.059440,-0.016522,-0.012631,-0.003110,-0.020238,-0.006939
575,underlying,0.059400,-0.008147,-0.014298,-0.011963,0.021781,0.003211
576,self supervised,0.059391,-0.006702,0.001884,-0.001194,0.031705,-0.017905
577,scenarios,0.058970,-0.023849,-0.002742,-0.020516,-0.002775,-0.009087
578,limitations,0.058788,-0.020097,-0.004580,0.006061,0.018246,0.009804
579,normative,0.058786,0.005189,0.018588,-0.000042,-0.001988,0.032980
580,neurons,0.058665,0.009002,-0.026394,-0.004920,-0.009182,0.009167
581,perceptual,0.058651,-0.007964,0.004779,0.011683,0.032603,-0.001622
582,content,0.058531,0.011166,-0.031289,0.000277,-0.006398,-0.009402
583,understand,0.058499,-0.015822,-0.006673,0.012139,0.014330,0.009535
584,implications,0.058397,0.009670,-0.000564,0.007565,-0.011519,0.029079
585,bandit,0.058260,-0.002491,0.002854,-0.018332,-0.030101,-0.004481
586,path,0.058143,-0.001390,-0.008767,-0.027053,-0.011578,-0.009354
587,actively,0.058070,-0.015181,-0.007040,-0.002183,-0.021579,-0.012088
588,widely,0.058011,-0.001950,0.008584,0.013572,-0.015098,0.018807
589,capture,0.057987,-0.009997,-0.018568,-0.011517,0.011002,-0.006904
590,layer,0.057941,-0.007253,-0.011528,-0.022547,0.012531,0.004082
591,improve,0.057898,-0.011209,-0.014793,0.002937,-0.018176,-0.010783
592,simple,0.057818,0.023685,-0.008356,0.013766,-0.000398,-0.011614
593,size,0.057781,-0.001256,-0.020987,-0.002091,-0.014139,-0.019307
594,temporal,0.057723,0.002736,-0.002813,0.007802,0.017691,-0.026681
595,traffic,0.057695,-0.002490,-0.023311,-0.004402,-0.020196,-0.007296
596,experimental,0.057513,-0.008973,-0.007061,0.018914,0.011949,-0.010615
597,does,0.057484,0.017494,0.021664,0.006663,-0.001254,-0.010409
598,key,0.057398,-0.001603,-0.007690,-0.020585,0.012131,0.015390
599,pattern,0.057280,-0.003574,-0.019629,-0.005591,-0.011907,-0.016579
600,evolution,0.057142,0.012239,-0.014858,-0.002805,0.001012,0.026228
601,coupled,0.057113,0.016929,0.016885,0.000957,-0.011954,0.010388
602,validation,0.056950,0.003369,-0.023127,0.006646,-0.005272,-0.018536
603,extensive,0.056935,-0.022811,-0.002448,-0.015526,0.009297,-0.006853
604,comparable,0.056897,-0.018133,0.018237,0.005234,0.005190,-0.010103
605,significantly,0.056735,-0.015421,-0.010555,0.003218,0.003407,-0.024135
606,challenging,0.056714,-0.017966,-0.009576,-0.011796,-0.012808,-0.004568
607,directly,0.056670,0.015888,-0.003539,0.005777,0.016500,-0.014966
608,solving,0.056513,-0.005094,0.004757,-0.026638,-0.016882,0.003144
609,information seeking,0.056474,-0.003120,0.019702,-0.026208,-0.004677,-0.002767
610,efficiently,0.056420,-0.011184,-0.008761,-0.016498,-0.006048,-0.013928
611,survey,0.056158,-0.007701,-0.012076,0.012366,-0.019119,0.004897
612,extension,0.056064,0.018758,0.013100,-0.011447,0.008544,-0.004216
613,furthermore,0.055869,-0.012697,-0.007908,0.021104,0.009125,0.005034
614,types,0.055860,-0.005455,-0.014857,-0.003876,-0.026280,-0.005391
615,drive,0.055856,-0.010963,0.012586,-0.022906,0.006943,-0.002458
616,biologically plausible,0.055836,0.008819,0.010576,0.016330,0.017012,0.003100
617,presented,0.055808,0.020056,0.000832,0.007472,-0.021789,-0.005659
618,related,0.055607,0.011657,-0.020777,0.000923,-0.008540,-0.013710
619,act,0.055542,-0.009693,0.013257,0.013272,0.002928,0.016392
620,compare,0.055530,-0.008818,0.011015,0.002828,-0.015250,0.017620
621,considered,0.055514,0.007803,-0.004875,0.015519,-0.003126,0.024190
622,life,0.055424,0.016660,-0.012832,-0.000933,0.002718,0.022282
623,derive,0.055396,0.019112,0.019251,-0.003704,-0.005738,-0.007592
624,measurements,0.055395,-0.002358,-0.012375,0.001584,-0.017381,-0.021697
625,provided,0.055384,0.008917,-0.014948,-0.000510,-0.006458,-0.024551
626,explain,0.055345,0.011804,-0.016042,0.005673,-0.001972,0.019854
627,called,0.055199,0.018171,-0.004276,0.016240,0.002005,-0.014506
628,awareness,0.055166,-0.005585,-0.025514,-0.004389,-0.012682,0.006997
629,responses,0.055157,-0.000860,-0.010975,0.017217,-0.021958,0.004147
630,simulation,0.054980,-0.006853,0.002607,-0.012887,0.015921,-0.016712
631,enabling,0.054936,-0.014463,0.010842,-0.008072,0.006961,0.014598
632,long term,0.054905,-0.004446,-0.020400,-0.021662,0.001265,0.007133
633,step,0.054885,-0.011927,-0.001358,-0.014175,-0.008590,0.018835
634,symbolic,0.054517,-0.005407,-0.025551,-0.018775,0.003922,-0.000863
635,requirements,0.054475,-0.004640,-0.020349,-0.008440,-0.015473,0.005573
636,integrates,0.054473,-0.009076,0.008627,-0.010282,0.017722,-0.008765
637,surprisal,0.054414,0.022112,0.004295,-0.000510,0.008045,-0.019451
638,sensor,0.054358,-0.016068,0.004689,0.007600,0.007943,-0.018059
639,robustness,0.054144,-0.013534,0.011340,-0.007922,0.020063,0.001285
640,better,0.054077,-0.020222,-0.005073,0.003257,0.011521,-0.014004
641,interacting,0.054024,0.008223,-0.009693,0.001812,0.021164,0.013133
642,execution,0.054000,-0.012798,-0.008602,-0.021862,0.006479,0.004259
643,likelihood,0.053925,0.009192,0.009872,-0.002578,-0.020062,-0.012220
644,formalism,0.053915,0.015568,0.006498,0.009959,-0.004449,0.017441
645,expert,0.053894,-0.003814,0.016593,-0.013582,0.003482,-0.016423
646,plausible,0.053830,0.005612,0.008616,0.014743,0.021024,-0.003834
647,feedback,0.053741,-0.004374,-0.018679,0.016431,0.001926,0.012332
648,fields,0.053649,0.003399,-0.013788,0.012610,0.001960,0.021892
649,maximize,0.053460,-0.011447,0.004658,-0.014013,-0.008690,-0.014653
650,plan,0.053287,-0.023897,0.013243,-0.003427,0.002434,-0.010286
651,notion,0.053222,0.009756,0.010459,-0.001590,-0.010313,0.021105
652,sentient,0.053119,0.014017,0.010286,-0.004782,-0.004047,0.019987
653,graphs,0.053029,0.002436,0.008760,-0.019320,-0.012192,-0.010322
654,convergence,0.053028,-0.011240,0.000017,-0.006816,-0.018430,-0.016526
655,surprise,0.052979,0.008891,0.008700,0.017289,0.008436,-0.009663
656,autonomously,0.052910,-0.007804,-0.009908,-0.014029,0.005299,0.015870
657,sequences,0.052839,-0.001260,-0.002068,0.012088,0.022539,-0.014883
658,success,0.052832,-0.013472,0.008427,-0.005692,0.011118,-0.014123
659,diverse,0.052809,-0.006647,0.003040,-0.025345,0.011891,0.005885
660,evaluate,0.052724,-0.013014,-0.007699,-0.017386,0.012809,-0.001816
661,implemented,0.052687,-0.000842,-0.004712,0.013886,0.025061,-0.008186
662,single,0.052586,-0.005182,0.007937,-0.005070,0.014914,-0.019483
663,function,0.052562,0.004816,0.015771,-0.002342,-0.027962,-0.001672
664,modeling,0.052501,-0.004185,0.004039,-0.017822,0.012329,0.014126
665,claims,0.052492,0.029697,-0.005474,0.009139,0.005511,0.002672
666,natural,0.052228,0.011219,0.001750,-0.005674,0.007368,0.026217
667,view,0.052114,-0.001356,-0.004569,0.026973,-0.000589,0.018627
668,consistent,0.052060,0.011671,-0.007420,-0.003314,-0.016444,-0.013211
669,relationship,0.051982,0.004165,0.010534,-0.003745,-0.010693,0.022846
670,diffusion,0.051869,-0.007457,-0.002845,-0.014685,0.018116,-0.008765
671,thermodynamics,0.051759,0.015181,-0.005957,0.005712,0.016315,-0.008595
672,simulate,0.051703,-0.012759,0.011416,-0.007932,0.000635,0.018961
673,certain,0.051578,0.016769,0.001629,-0.012869,-0.015580,0.004729
674,integrating,0.051412,-0.014528,-0.009054,-0.004607,0.017187,0.006036
675,perspectives,0.051385,0.008111,-0.003844,0.005971,0.017649,0.015810
676,achieve,0.051340,-0.011659,0.006417,-0.015326,0.010947,-0.006991
677,organization,0.051267,0.015774,-0.012119,-0.002321,0.014202,0.006849
678,sharing,0.051231,0.008967,0.001178,-0.023074,-0.000956,0.017056
679,core,0.051228,0.004783,-0.007553,-0.013408,0.006025,0.019458
680,costs,0.050998,0.004002,-0.009772,-0.014259,-0.019350,0.003616
681,case,0.050939,0.011223,-0.002821,-0.015593,-0.018879,0.002424
682,need,0.050914,-0.015894,-0.008827,0.003460,-0.011569,-0.011164
683,best,0.050867,-0.005950,0.009295,-0.007369,0.007842,-0.020411
684,order,0.050818,-0.001834,0.001358,0.011715,-0.009728,-0.026182
685,games,0.050804,0.004906,-0.001552,-0.002595,-0.040888,0.000863
686,generated,0.050746,-0.006330,-0.029876,0.001154,-0.000900,-0.012485
687,identify,0.050588,0.003680,-0.006721,-0.005085,-0.031463,-0.003640
688,simulations,0.050461,-0.011648,-0.005707,-0.006746,-0.019664,0.006695
689,ensuing,0.050411,0.021978,0.002225,0.001103,-0.009950,0.015155
690,device,0.050363,-0.010602,-0.017558,-0.005467,-0.013511,0.003225
691,posterior,0.050347,0.008218,0.005332,-0.003326,-0.012706,-0.020765
692,naturally,0.050253,0.005896,0.002615,-0.022618,-0.001714,0.017409
693,providing,0.050238,-0.009664,0.012126,-0.003003,0.004545,0.020899
694,functions,0.050133,-0.002893,0.010152,0.021102,-0.014583,-0.001403
695,vision,0.049922,-0.013207,-0.015215,-0.002662,0.014495,-0.004343
696,integration,0.049823,-0.022104,-0.005132,-0.002559,0.013250,0.006777
697,critical,0.049776,0.010829,-0.008691,-0.012998,-0.006840,0.010418
698,necessary,0.049742,0.004476,0.002058,0.020310,-0.017390,0.005508
699,past,0.049668,-0.003842,0.004952,-0.002990,0.026978,-0.010906
700,learning model,0.049545,-0.010486,-0.000379,0.007439,0.014552,-0.016689
701,maximization,0.049375,0.011989,0.003681,-0.018382,-0.006135,-0.009189
702,including,0.049374,0.011267,-0.015003,-0.004012,-0.007532,0.011560
703,inference based,0.049311,-0.020616,0.013978,0.007254,-0.005716,0.001747
704,transitions,0.049065,-0.007004,-0.000583,-0.003606,0.032506,-0.005367
705,integrated,0.049008,0.004534,-0.007415,-0.007683,0.018980,0.010396
706,initial,0.048930,-0.003885,-0.010477,-0.000329,-0.020404,-0.013836
707,errors,0.048868,-0.000152,-0.000076,0.021823,0.012598,-0.014219
708,empirical,0.048861,-0.002233,-0.011568,-0.003511,-0.010244,0.021305
709,interactive,0.048601,-0.011335,-0.014277,-0.015367,0.007178,-0.000444
710,term,0.048493,0.006724,-0.010770,-0.022768,0.007094,-0.001138
711,equilibrium,0.048458,0.028535,-0.005520,-0.004593,-0.009681,0.000129
712,changing,0.048356,-0.010930,0.009320,-0.009542,-0.002445,0.016118
713,kinds,0.048107,0.010851,-0.000233,0.004242,-0.023506,0.009275
714,emerging,0.047916,-0.014870,0.011303,0.003808,0.006879,0.011055
715,sample,0.047902,-0.008795,0.001993,0.002265,-0.010679,-0.024170
716,independent,0.047824,0.004049,-0.005132,0.011018,-0.016588,-0.011038
717,improves,0.047805,-0.014380,0.001228,-0.016809,0.006793,0.008594
718,way,0.047712,-0.006020,-0.006178,0.014302,-0.007439,0.013773
719,known,0.047711,0.012681,0.009363,0.004166,-0.014159,-0.007343
720,experiment,0.047651,-0.000751,-0.009370,0.007752,0.027286,0.002492
721,inference problem,0.047131,-0.002199,0.016096,0.016858,-0.008974,-0.003004
722,aim,0.047042,0.012973,-0.000137,0.013543,-0.000841,0.019548
723,assumptions,0.046902,0.020318,0.004870,0.008189,-0.005064,0.008462
724,adapt,0.046895,-0.016236,-0.003367,-0.012140,-0.007021,0.008131
725,formally,0.046873,0.002979,0.006573,0.001642,-0.017140,0.018539
726,central,0.046861,0.011037,0.013260,-0.003384,0.002403,0.016777
727,classic,0.046808,-0.001348,0.000755,0.012990,-0.015257,-0.016457
